cellId,sampleIndex,legIndex,anchorKind,rank,canonical,distance
multi-mft-001,1,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,1,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,1,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,1,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,2,1,query,1,캠핑 > 텐트,0.2084141472782738
multi-mft-001,2,1,query,2,캠핑 > 텐트/타프 용품,0.24374196007943094
multi-mft-001,2,1,query,3,생활잡화 > 난방텐트,0.2582446028894607
multi-mft-001,2,1,query,4,아웃도어가구 > 기타 아웃도어가구,0.31996846438018
multi-mft-001,2,1,query,5,아웃도어가구 > 리퍼/전시/중고,0.33136870487108894
multi-mft-001,2,1,query,6,생활잡화 > 모기장,0.33587962366225965
multi-mft-001,2,1,query,7,등산/아웃도어 > 남아 아웃도어,0.33614317509098646
multi-mft-001,2,1,query,8,안전/보안용품 > 안전시설용품,0.33652081054200533
multi-mft-001,2,0,query,1,음향가전 > 이어폰,0.24118170860950428
multi-mft-001,2,0,query,2,음향가전 > 헤드폰,0.2754686310607998
multi-mft-001,2,0,query,3,음향가전 > 오디오,0.3271766109957319
multi-mft-001,2,0,query,4,게임 > 게임기 주변기기,0.33104095870012173
multi-mft-001,2,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,2,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,2,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,2,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,3,0,query,1,음향가전 > 이어폰,0.24118170860950428
multi-mft-001,3,0,query,2,음향가전 > 헤드폰,0.2754686310607998
multi-mft-001,3,0,query,3,음향가전 > 오디오,0.3271766109957319
multi-mft-001,3,0,query,4,게임 > 게임기 주변기기,0.33104095870012173
multi-mft-001,3,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,3,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,3,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,3,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,3,1,query,1,캠핑 > 텐트,0.2084141472782738
multi-mft-001,3,1,query,2,캠핑 > 텐트/타프 용품,0.24374196007943094
multi-mft-001,3,1,query,3,생활잡화 > 난방텐트,0.2582446028894607
multi-mft-001,3,1,query,4,아웃도어가구 > 기타 아웃도어가구,0.31996846438018
multi-mft-001,3,1,query,5,아웃도어가구 > 리퍼/전시/중고,0.33136870487108894
multi-mft-001,3,1,query,6,생활잡화 > 모기장,0.33587962366225965
multi-mft-001,3,1,query,7,등산/아웃도어 > 남아 아웃도어,0.33614317509098646
multi-mft-001,3,1,query,8,안전/보안용품 > 안전시설용품,0.33652081054200533
multi-mft-001,4,1,query,1,캠핑 > 텐트,0.2084141472782738
multi-mft-001,4,1,query,2,캠핑 > 텐트/타프 용품,0.24374196007943094
multi-mft-001,4,1,query,3,생활잡화 > 난방텐트,0.2582446028894607
multi-mft-001,4,1,query,4,아웃도어가구 > 기타 아웃도어가구,0.31996846438018
multi-mft-001,4,1,query,5,아웃도어가구 > 리퍼/전시/중고,0.33136870487108894
multi-mft-001,4,1,query,6,생활잡화 > 모기장,0.33587962366225965
multi-mft-001,4,1,query,7,등산/아웃도어 > 남아 아웃도어,0.33614317509098646
multi-mft-001,4,1,query,8,안전/보안용품 > 안전시설용품,0.33652081054200533
multi-mft-001,4,0,query,1,음향가전 > 이어폰,0.24118170860950428
multi-mft-001,4,0,query,2,음향가전 > 헤드폰,0.2754686310607998
multi-mft-001,4,0,query,3,음향가전 > 오디오,0.3271766109957319
multi-mft-001,4,0,query,4,게임 > 게임기 주변기기,0.33104095870012173
multi-mft-001,4,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,4,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,4,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,4,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,5,0,query,1,음향가전 > 이어폰,0.24118170860950428
multi-mft-001,5,0,query,2,음향가전 > 헤드폰,0.2754686310607998
multi-mft-001,5,0,query,3,음향가전 > 오디오,0.3271766109957319
multi-mft-001,5,0,query,4,게임 > 게임기 주변기기,0.33104095870012173
multi-mft-001,5,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,5,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,5,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,5,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,5,1,query,1,캠핑 > 텐트,0.2084141472782738
multi-mft-001,5,1,query,2,캠핑 > 텐트/타프 용품,0.24374196007943094
multi-mft-001,5,1,query,3,생활잡화 > 난방텐트,0.2582446028894607
multi-mft-001,5,1,query,4,아웃도어가구 > 기타 아웃도어가구,0.31996846438018
multi-mft-001,5,1,query,5,아웃도어가구 > 리퍼/전시/중고,0.33136870487108894
multi-mft-001,5,1,query,6,생활잡화 > 모기장,0.33587962366225965
multi-mft-001,5,1,query,7,등산/아웃도어 > 남아 아웃도어,0.33614317509098646
multi-mft-001,5,1,query,8,안전/보안용품 > 안전시설용품,0.33652081054200533
multi-mft-001,6,0,query,1,음향가전 > 이어폰,0.24118170860950428
multi-mft-001,6,0,query,2,음향가전 > 헤드폰,0.2754686310607998
multi-mft-001,6,0,query,3,음향가전 > 오디오,0.3271766109957319
multi-mft-001,6,0,query,4,게임 > 게임기 주변기기,0.33104095870012173
multi-mft-001,6,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,6,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,6,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,6,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,6,1,query,1,캠핑 > 텐트,0.2084141472782738
multi-mft-001,6,1,query,2,캠핑 > 텐트/타프 용품,0.24374196007943094
multi-mft-001,6,1,query,3,생활잡화 > 난방텐트,0.2582446028894607
multi-mft-001,6,1,query,4,아웃도어가구 > 기타 아웃도어가구,0.31996846438018
multi-mft-001,6,1,query,5,아웃도어가구 > 리퍼/전시/중고,0.33136870487108894
multi-mft-001,6,1,query,6,생활잡화 > 모기장,0.33587962366225965
multi-mft-001,6,1,query,7,등산/아웃도어 > 남아 아웃도어,0.33614317509098646
multi-mft-001,6,1,query,8,안전/보안용품 > 안전시설용품,0.33652081054200533
multi-mft-001,7,0,query,1,음향가전 > 이어폰,0.24118170860950428
multi-mft-001,7,0,query,2,음향가전 > 헤드폰,0.2754686310607998
multi-mft-001,7,0,query,3,음향가전 > 오디오,0.3271766109957319
multi-mft-001,7,0,query,4,게임 > 게임기 주변기기,0.33104095870012173
multi-mft-001,7,0,query,5,패션잡화 > 귀마개,0.33120822906493663
multi-mft-001,7,0,query,6,스마트기기 > 헬스케어,0.33468075577250056
multi-mft-001,7,0,query,7,컴퓨터 주변기기 > 게이밍 주변기기,0.33585963631512783
multi-mft-001,7,0,query,8,휴대폰 액세서리 > 케이스,0.33713791745078936
multi-mft-001,7,1,query,1,캠핑 > 텐트,0.2084141472782738
multi-mft-001,7,1,query,2,캠핑 > 텐트/타프 용품,0.24374196007943094
multi-mft-001,7,1,query,3,생활잡화 > 난방텐트,0.2582446028894607
multi-mft-001,7,1,query,4,아웃도어가구 > 기타 아웃도어가구,0.31996846438018
multi-mft-001,7,1,query,5,아웃도어가구 > 리퍼/전시/중고,0.33136870487108894
multi-mft-001,7,1,query,6,생활잡화 > 모기장,0.33587962366225965
multi-mft-001,7,1,query,7,등산/아웃도어 > 남아 아웃도어,0.33614317509098646
multi-mft-001,7,1,query,8,안전/보안용품 > 안전시설용품,0.33652081054200533
multi-mft-002,0,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,0,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,0,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,0,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,0,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,0,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,0,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,0,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,0,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,0,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,0,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,0,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,0,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,0,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,0,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,0,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,1,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,1,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,1,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,1,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,1,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,1,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,1,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,1,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,1,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,1,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,1,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,1,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,1,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,1,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,1,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,1,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,2,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,2,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,2,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,2,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,2,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,2,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,2,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,2,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,2,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,2,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,2,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,2,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,2,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,2,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,2,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,2,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,3,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,3,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,3,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,3,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,3,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,3,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,3,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,3,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,3,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,3,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,3,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,3,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,3,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,3,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,3,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,3,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,4,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,4,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,4,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,4,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,4,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,4,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,4,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,4,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,4,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,4,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,4,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,4,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,4,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,4,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,4,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,4,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,5,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,5,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,5,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,5,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,5,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,5,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,5,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,5,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,5,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,5,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,5,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,5,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,5,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,5,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,5,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,5,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,6,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,6,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,6,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,6,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,6,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,6,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,6,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,6,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,6,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,6,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,6,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,6,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,6,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,6,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,6,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,6,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-002,7,1,query,1,여성신발 > 운동화,0.2197278999957919
multi-mft-002,7,1,query,2,남성신발 > 운동화,0.22559983882902956
multi-mft-002,7,1,query,3,스포츠 신발 > 운동화/스니커즈,0.23231930925365007
multi-mft-002,7,1,query,4,브랜드 여성신발 > 운동화,0.24460619688033525
multi-mft-002,7,1,query,5,브랜드 남성신발 > 운동화,0.2480983882009009
multi-mft-002,7,1,query,6,여성신발 > 스니커즈,0.25511337847193216
multi-mft-002,7,1,query,7,남성신발 > 스니커즈,0.26169654866415837
multi-mft-002,7,1,query,8,여성신발 > 기능화,0.26350416323567283
multi-mft-002,7,0,query,1,캐주얼/유니섹스 > 청바지,0.20271097405487315
multi-mft-002,7,0,query,2,여성의류 > 청바지,0.21016764640808105
multi-mft-002,7,0,query,3,남성의류 > 청바지,0.21422391064976531
multi-mft-002,7,0,query,4,브랜드 여성의류 > 청바지,0.23500816613386932
multi-mft-002,7,0,query,5,캐주얼/유니섹스 > 바지/팬츠,0.2627020854563139
multi-mft-002,7,0,query,6,여성의류 > 바지/팬츠,0.2703337073326111
multi-mft-002,7,0,query,7,남성의류 > 바지/팬츠,0.27050135907522554
multi-mft-002,7,0,query,8,브랜드 여성의류 > 바지/팬츠,0.2866169214248657
multi-mft-003,0,1,query,1,고양이용품 > 간식,0.1890096664428711
multi-mft-003,0,1,query,2,고양이용품 > 사료,0.25464391708374023
multi-mft-003,0,1,query,3,강아지용품 > 간식,0.2761445641517639
multi-mft-003,0,1,query,4,조류용품 > 간식,0.2783011198043823
multi-mft-003,0,1,query,5,고양이용품 > 영양제,0.2808418059599934
multi-mft-003,0,1,query,6,과자/간식 > 원물간식,0.2853646704337185
multi-mft-003,0,1,query,7,고양이용품 > 배변/위생용품,0.2973043918609619
multi-mft-003,0,1,query,8,유아동식/영양제 > 유아동 간식,0.3089292049407959
multi-mft-003,0,0,query,1,고양이용품 > 사료,0.19446353945353245
multi-mft-003,0,0,query,2,고양이용품 > 간식,0.2339911321406868
multi-mft-003,0,0,query,3,고양이용품 > 영양제,0.2537585719299712
multi-mft-003,0,0,query,4,강아지용품 > 사료,0.2692976433457336
multi-mft-003,0,0,query,5,관상어/수족관 > 사료,0.27217164371351676
multi-mft-003,0,0,query,6,고양이용품 > 배변/위생용품,0.2799197268533856
multi-mft-003,0,0,query,7,조류용품 > 모이/사료,0.287968737604096
multi-mft-003,0,0,query,8,강아지용품 > 간식,0.3187895823246477
multi-mft-003,1,1,query,1,고양이용품 > 간식,0.1890096664428711
multi-mft-003,1,1,query,2,고양이용품 > 사료,0.25464391708374023
multi-mft-003,1,1,query,3,강아지용품 > 간식,0.2761445641517639
multi-mft-003,1,1,query,4,조류용품 > 간식,0.2783011198043823
multi-mft-003,1,1,query,5,고양이용품 > 영양제,0.2808418059599934
multi-mft-003,1,1,query,6,과자/간식 > 원물간식,0.2853646704337185
multi-mft-003,1,1,query,7,고양이용품 > 배변/위생용품,0.2973043918609619
multi-mft-003,1,1,query,8,유아동식/영양제 > 유아동 간식,0.3089292049407959
multi-mft-003,1,0,query,1,고양이용품 > 사료,0.19446353945353245
multi-mft-003,1,0,query,2,고양이용품 > 간식,0.2339911321406868
multi-mft-003,1,0,query,3,고양이용품 > 영양제,0.2537585719299712
multi-mft-003,1,0,query,4,강아지용품 > 사료,0.2692976433457336
multi-mft-003,1,0,query,5,관상어/수족관 > 사료,0.27217164371351676
multi-mft-003,1,0,query,6,고양이용품 > 배변/위생용품,0.2799197268533856
multi-mft-003,1,0,query,7,조류용품 > 모이/사료,0.287968737604096
multi-mft-003,1,0,query,8,강아지용품 > 간식,0.3187895823246477
multi-mft-003,2,0,query,1,고양이용품 > 사료,0.19446353945353245
multi-mft-003,2,0,query,2,고양이용품 > 간식,0.2339911321406868
multi-mft-003,2,0,query,3,고양이용품 > 영양제,0.2537585719299712
multi-mft-003,2,0,query,4,강아지용품 > 사료,0.2692976433457336
multi-mft-003,2,0,query,5,관상어/수족관 > 사료,0.27217164371351676
multi-mft-003,2,0,query,6,고양이용품 > 배변/위생용품,0.2799197268533856
multi-mft-003,2,0,query,7,조류용품 > 모이/사료,0.287968737604096
multi-mft-003,2,0,query,8,강아지용품 > 간식,0.3187895823246477
multi-mft-003,2,1,query,1,고양이용품 > 간식,0.1890096664428711
multi-mft-003,2,1,query,2,고양이용품 > 사료,0.25464391708374023
multi-mft-003,2,1,query,3,강아지용품 > 간식,0.2761445641517639
multi-mft-003,2,1,query,4,조류용품 > 간식,0.2783011198043823
multi-mft-003,2,1,query,5,고양이용품 > 영양제,0.2808418059599934
multi-mft-003,2,1,query,6,과자/간식 > 원물간식,0.2853646704337185
multi-mft-003,2,1,query,7,고양이용품 > 배변/위생용품,0.2973043918609619
multi-mft-003,2,1,query,8,유아동식/영양제 > 유아동 간식,0.3089292049407959
multi-mft-003,3,0,query,1,고양이용품 > 사료,0.19446353945353245
multi-mft-003,3,0,query,2,고양이용품 > 간식,0.2339911321406868
multi-mft-003,3,0,query,3,고양이용품 > 영양제,0.2537585719299712
multi-mft-003,3,0,query,4,강아지용품 > 사료,0.2692976433457336
multi-mft-003,3,0,query,5,관상어/수족관 > 사료,0.27217164371351676
multi-mft-003,3,0,query,6,고양이용품 > 배변/위생용품,0.2799197268533856
multi-mft-003,3,0,query,7,조류용품 > 모이/사료,0.287968737604096
multi-mft-003,3,0,query,8,강아지용품 > 간식,0.3187895823246477
multi-mft-003,3,1,query,1,고양이용품 > 간식,0.1890096664428711
multi-mft-003,3,1,query,2,고양이용품 > 사료,0.25464391708374023
multi-mft-003,3,1,query,3,강아지용품 > 간식,0.2761445641517639
multi-mft-003,3,1,query,4,조류용품 > 간식,0.2783011198043823
multi-mft-003,3,1,query,5,고양이용품 > 영양제,0.2808418059599934
multi-mft-003,3,1,query,6,과자/간식 > 원물간식,0.2853646704337185
multi-mft-003,3,1,query,7,고양이용품 > 배변/위생용품,0.2973043918609619
multi-mft-003,3,1,query,8,유아동식/영양제 > 유아동 간식,0.3089292049407959
multi-mft-003,4,0,query,1,고양이용품 > 사료,0.19446353945353245
multi-mft-003,4,0,query,2,고양이용품 > 간식,0.2339911321406868
multi-mft-003,4,0,query,3,고양이용품 > 영양제,0.2537585719299712
multi-mft-003,4,0,query,4,강아지용품 > 사료,0.2692976433457336
multi-mft-003,4,0,query,5,관상어/수족관 > 사료,0.27217164371351676
multi-mft-003,4,0,query,6,고양이용품 > 배변/위생용품,0.2799197268533856
multi-mft-003,4,0,query,7,조류용품 > 모이/사료,0.287968737604096
multi-mft-003,4,0,query,8,강아지용품 > 간식,0.3187895823246477
multi-mft-003,4,1,query,1,고양이용품 > 간식,0.1890096664428711
multi-mft-003,4,1,query,2,고양이용품 > 사료,0.25464391708374023
multi-mft-003,4,1,query,3,강아지용품 > 간식,0.2761445641517639
multi-mft-003,4,1,query,4,조류용품 > 간식,0.2783011198043823
multi-mft-003,4,1,query,5,고양이용품 > 영양제,0.2808418059599934
multi-mft-003,4,1,query,6,과자/간식 > 원물간식,0.2853646704337185
multi-mft-003,4,1,query,7,고양이용품 > 배변/위생용품,0.2973043918609619
multi-mft-003,4,1,query,8,유아동식/영양제 > 유아동 간식,0.3089292049407959
multi-mft-003,5,1,query,1,고양이용품 > 간식,0.1890096664428711
multi-mft-003,5,1,query,2,고양이용품 > 사료,0.25464391708374023
multi-mft-003,5,1,query,3,강아지용품 > 간식,0.2761445641517639
multi-mft-003,5,1,query,4,조류용품 > 간식,0.2783011198043823
multi-mft-003,5,1,query,5,고양이용품 > 영양제,0.2808418059599934
multi-mft-003,5,1,query,6,과자/간식 > 원물간식,0.2853646704337185
multi-mft-003,5,1,query,7,고양이용품 > 배변/위생용품,0.2973043918609619
multi-mft-003,5,1,query,8,유아동식/영양제 > 유아동 간식,0.3089292049407959
multi-mft-003,5,0,query,1,고양이용품 > 사료,0.19446353945353245
multi-mft-003,5,0,query,2,고양이용품 > 간식,0.2339911321406868
multi-mft-003,5,0,query,3,고양이용품 > 영양제,0.2537585719299712
multi-mft-003,5,0,query,4,강아지용품 > 사료,0.2692976433457336
multi-mft-003,5,0,query,5,관상어/수족관 > 사료,0.27217164371351676
multi-mft-003,5,0,query,6,고양이용품 > 배변/위생용품,0.2799197268533856
multi-mft-003,5,0,query,7,조류용품 > 모이/사료,0.287968737604096
multi-mft-003,5,0,query,8,강아지용품 > 간식,0.3187895823246477
