caseId,arm,orderSeed,repeat,attempt,candidateOrder,rankedProductIds,top3ProductIds,top1ProductId,latencyMs,rawResponseSha256,providerCalled,rankingDecisions,codeAssistedDecisions,relevanceGrades,hardConstraints,mustExcludeProductIds,slices,foreignEvaluationCount,duplicateEvaluationCount,invalidScoreCount,evaluatedCoverage,partialFallback,fullFallback,hardConstraintViolationCount,inputTokens,outputTokens,costUsd,usageUnknownReason,ndcgAt10,datasetHash,promptHash,modelConfigJson
rh2-adversarial-0007,code_assisted,11,0,1,"[2771811534,8280510994]","[2771811534,8280510994]","[2771811534,8280510994]",2771811534,6294,76cce539f7b9a14ca6991a3e31264bdab4e3d16fdb3430f6faf2dffd7228d6af,true,[],"[{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":1,""product_id"":2771811534,""profile_fit"":0,""score_valid"":true,""search_rank"":1,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":3,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]},{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":2,""product_id"":8280510994,""profile_fit"":0,""score_valid"":true,""search_rank"":2,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":3,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]}]","{""2771811534"":3,""8280510994"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[7777421064],""priceMax"":5400,""priceMin"":null}",[7777421064],"[""ranking"",""adversarial"",""guest"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,ada769cbb709f73a387356fcd2a0f914f99d1fa6c8841c484676952c0b98e481,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0008,current,11,0,1,"[9203940208,9061564932,9008073067,9261599775,9475730545,9061367093,7581693925,8814085549]","[7581693925,9475730545]","[7581693925,9475730545]",7581693925,4673,23ffc0657ef2268a9fdacd98a54890cb3f7904c10f93a68e6ed06272d796b3c7,true,[],[],"{""7581693925"":3,""9475730545"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[8552901252,9443949448],""priceMax"":79000,""priceMin"":null}","[8552901252,9443949448]","[""ranking"",""adversarial"",""guest"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,bec5382f073bddb8a8e7c670a3e282712845e220957a8e054a655389ec66037c,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0008,code_assisted,11,0,1,"[9203940208,9061564932,9008073067,9261599775,9475730545,9061367093,7581693925,8814085549]","[7581693925,9475730545]","[7581693925,9475730545]",7581693925,22268,72c5f131325f848c09f187f3ccb811a1657643e7942a34f3109a6c9032761bcd,true,[],"[{""evidence_refs"":[""PRICE_RANGE_MATCH"",""RATING_HIGH""],""fallback_reason"":null,""llm_rank"":1,""product_id"":7581693925,""profile_fit"":0,""score_valid"":true,""search_rank"":7,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":0,""used_evidence_refs"":[""PRICE_RANGE_MATCH"",""RATING_HIGH""]},{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":2,""product_id"":9475730545,""profile_fit"":0,""score_valid"":true,""search_rank"":4,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":0,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]}]","{""7581693925"":3,""9475730545"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[8552901252,9443949448],""priceMax"":79000,""priceMin"":null}","[8552901252,9443949448]","[""ranking"",""adversarial"",""guest"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,ada769cbb709f73a387356fcd2a0f914f99d1fa6c8841c484676952c0b98e481,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0010,current,11,0,1,"[9195596201,8186206405,8522410831,3696343286,9419805187,9277179411]","[9195596201,9419805187]","[9195596201,9419805187]",9195596201,4722,f08d206775c737294512749d2e2d7378bb6e67ace30008b2fd950a9ac7318ec4,true,[],[],"{""9195596201"":3,""9419805187"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[8194040178,8194040678],""priceMax"":33000,""priceMin"":null}","[8194040178,8194040678]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,bec5382f073bddb8a8e7c670a3e282712845e220957a8e054a655389ec66037c,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0010,code_assisted,11,0,1,"[9195596201,8186206405,8522410831,3696343286,9419805187,9277179411]","[9195596201,9419805187]","[9195596201,9419805187]",9195596201,5266,c3adc94da318ec6f995aac3f0b064d92484fe4aab4868d91a231d99a0a9ce619,true,[],"[{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":1,""product_id"":9195596201,""profile_fit"":0,""score_valid"":true,""search_rank"":3,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":3,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]},{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":2,""product_id"":9419805187,""profile_fit"":0,""score_valid"":true,""search_rank"":5,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":3,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]}]","{""9195596201"":3,""9419805187"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[8194040178,8194040678],""priceMax"":33000,""priceMin"":null}","[8194040178,8194040678]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,ada769cbb709f73a387356fcd2a0f914f99d1fa6c8841c484676952c0b98e481,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0011,current,11,0,1,"[7426966331,2042333346]",[2042333346],[2042333346],2042333346,6208,f22648db16553ca68ecf0841661693fa7f31279476c1a89a4c4f63c4979c2eb0,true,[],[],"{""2042333346"":3,""7426966331"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[1773568840,3840780214,5480482356,5546327892],""priceMax"":79050,""priceMin"":null}","[1773568840,3840780214,5480482356,5546327892]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,0.6131471927654584,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,bec5382f073bddb8a8e7c670a3e282712845e220957a8e054a655389ec66037c,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0011,code_assisted,11,0,1,"[7426966331,2042333346]","[7426966331,2042333346]","[7426966331,2042333346]",7426966331,4196,febbb985a8f48aca9096b71c7a301a5ba455a6c6d79b59e14e263eb3d460bddd,true,[],"[{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":1,""product_id"":7426966331,""profile_fit"":0,""score_valid"":true,""search_rank"":1,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":2,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]},{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":2,""product_id"":2042333346,""profile_fit"":0,""score_valid"":true,""search_rank"":2,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":2,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]}]","{""2042333346"":3,""7426966331"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[1773568840,3840780214,5480482356,5546327892],""priceMax"":79050,""priceMin"":null}","[1773568840,3840780214,5480482356,5546327892]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,ada769cbb709f73a387356fcd2a0f914f99d1fa6c8841c484676952c0b98e481,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0012,current,11,0,1,"[9474920548,8518005789,7844184946,4545135201,1940371890]",[1940371890],[1940371890],1940371890,5488,751b77d349bb8a25af8ec1545784cfde0bccdae0e4eddbcb45428a163c41c3f1,true,[],[],"{""1940371890"":3,""9474920548"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[4449159682,4450300946,5865630210,7045403051],""priceMax"":360930,""priceMin"":null}","[4449159682,4450300946,5865630210,7045403051]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,0.6131471927654584,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,bec5382f073bddb8a8e7c670a3e282712845e220957a8e054a655389ec66037c,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0012,code_assisted,11,0,1,"[9474920548,8518005789,7844184946,4545135201,1940371890]","[1940371890,9474920548]","[1940371890,9474920548]",1940371890,6186,e02919b0b838424ab15e527d9c2be6dfa6725186bcc1b98c7876f2e6d81b468a,true,[],"[{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":1,""product_id"":1940371890,""profile_fit"":0,""score_valid"":true,""search_rank"":4,""semantic_intent_fit"":4,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":3,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]},{""evidence_refs"":[""PRICE_RANGE_MATCH""],""fallback_reason"":null,""llm_rank"":2,""product_id"":9474920548,""profile_fit"":0,""score_valid"":true,""search_rank"":3,""semantic_intent_fit"":3,""semantic_reason_code"":""DIRECT_INTENT_MATCH"",""use_case_fit"":2,""used_evidence_refs"":[""PRICE_RANGE_MATCH""]}]","{""1940371890"":3,""9474920548"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[4449159682,4450300946,5865630210,7045403051],""priceMax"":360930,""priceMin"":null}","[4449159682,4450300946,5865630210,7045403051]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,ada769cbb709f73a387356fcd2a0f914f99d1fa6c8841c484676952c0b98e481,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
rh2-adversarial-0013,current,11,0,1,"[2829539071,3742456942]","[2829539071,3742456942]","[2829539071,3742456942]",2829539071,3513,b1c47543bf81baf500826ba86885736da8382e04bc0adb9c04add91fb606f18f,true,[],[],"{""2829539071"":3,""3742456942"":3}","{""forbiddenCategories"":[],""forbiddenProductIds"":[2376046177,2791473359,4460370863,6107312522],""priceMax"":15840,""priceMin"":null}","[2376046177,2791473359,4460370863,6107312522]","[""ranking"",""adversarial"",""member"",""conflicting_preference""]",0,0,0,1.0,false,false,0,,,,provider usage unavailable,1.0,4fa52e596f97c60c2b067c0ca6b30345ed574fcb7ad67acb67009b344a49f87b,bec5382f073bddb8a8e7c670a3e282712845e220957a8e054a655389ec66037c,"{""fastModel"":""gpt-5-nano"",""fastReasoningEffort"":""minimal"",""maxRetries"":0,""provider"":""openai"",""smartModel"":""gpt-5.6-luna"",""smartReasoningEffort"":""medium"",""timeoutS"":30.0}"
