caseId,testType,pairId,arm,sampleIndex,latencyMs,rankedProductIds,displayedRationales,groundingDecisions,validatorDowngradeCount,outOfCandidateIdCount,duplicateIdCount,validRankCoverage,candidateCount,rawResponse
rating_boundary,MFT,,current,3,1970,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요."", ""평점이 높고 리뷰가 많아 신뢰할 만해요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아 신뢰할 만해요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했어요.""}"
rating_boundary,MFT,,current,4,1943,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요."", ""평점이 높고 리뷰가 많아 신뢰도가 높아요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아 신뢰도가 높아요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했어요.""}"
rating_boundary,MFT,,current,5,2013,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요."", ""평점이 높고 리뷰가 많아 신뢰도가 높아요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아 신뢰도가 높아요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했습니다.""}"
rating_boundary,MFT,,current,6,2051,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요."", ""평점이 높고 리뷰가 많아 신뢰할 만해요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아 신뢰할 만해요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점이 가장 높은 상품부터 정렬했어요. 리뷰 정보도 함께 고려했습니다.""}"
rating_boundary,MFT,,current,7,1742,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요"", ""평점이 높고 리뷰가 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했습니다.""}"
price_boundary,MFT,,current,0,2874,"[141, 142, 143, 144, 145]","[""가격이 매우 저렴하고 평점과 리뷰가 좋아요."", ""가격이 매우 저렴하고 평점과 리뷰가 좋아요."", ""가격은 보통이지만 평점과 리뷰가 좋아요."", ""가격은 비싸지만 평점과 리뷰가 좋아요."", ""가격이 매우 비싸지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""가격이 매우 저렴하고 평점과 리뷰가 좋아요.""},{""productId"":142,""rationale"":""가격이 매우 저렴하고 평점과 리뷰가 좋아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 좋아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 좋아요.""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합해요. 두 상품 모두 평점과 리뷰도 좋아요.""}"
price_boundary,MFT,,current,1,2793,"[141, 142, 143, 144, 145]","[""매우 저렴하고 평점과 리뷰가 많아 추천해요."", ""매우 저렴하고 평점과 리뷰가 많아 추천해요."", ""가격이 보통이며 평점과 리뷰가 많아요."", ""가격이 비싸지만 평점과 리뷰가 많아요."", ""가격이 매우 비싸지만 평점과 리뷰가 많아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하고 평점과 리뷰가 많아 추천해요.""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 많아 추천해요.""},{""productId"":143,""rationale"":""가격이 보통이며 평점과 리뷰가 많아요.""},{""productId"":144,""rationale"":""가격이 비싸지만 평점과 리뷰가 많아요.""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 많아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합합니다. 두 제품 모두 평점이 높고 리뷰가 많아 함께 추천해요.""}"
price_boundary,MFT,,current,2,3228,"[141, 142, 143, 144, 145]","[""가장 저렴한 등급이며 평점이 높고 리뷰가 많아요."", ""가장 저렴한 등급이며 평점이 높고 리뷰가 많아요."", ""가격이 보통이며 평점이 높고 리뷰가 많아요."", ""가격이 비싸지만 평점이 높고 리뷰가 많아요."", ""가격이 가장 비싸지만 평점이 높고 리뷰가 많아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""가장 저렴한 등급이며 평점이 높고 리뷰가 많아요.""},{""productId"":142,""rationale"":""가장 저렴한 등급이며 평점이 높고 리뷰가 많아요.""},{""productId"":143,""rationale"":""가격이 보통이며 평점이 높고 리뷰가 많아요.""},{""productId"":144,""rationale"":""가격이 비싸지만 평점이 높고 리뷰가 많아요.""},{""productId"":145,""rationale"":""가격이 가장 비싸지만 평점이 높고 리뷰가 많아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 저렴해 추천 우선순위가 높아요. 모든 후보의 평점과 리뷰 수준은 동일하게 우수해 가격 차이를 중심으로 정렬했어요.""}"
price_boundary,MFT,,current,3,3278,"[141, 142, 143, 144, 145]","[""가격이 매우저렴하고 평점과 리뷰도 좋아요."", ""가격이 매우저렴하고 평점과 리뷰도 좋아요."", ""가격은 보통이지만 평점과 리뷰가 좋아요."", ""가격은 비싸지만 평점과 리뷰가 좋아요."", ""가격은 매우비싸지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""가격이 매우저렴하고 평점과 리뷰도 좋아요.""},{""productId"":142,""rationale"":""가격이 매우저렴하고 평점과 리뷰도 좋아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 좋아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 좋아요.""},{""productId"":145,""rationale"":""가격은 매우비싸지만 평점과 리뷰가 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합해요. 모두 평점이 높고 리뷰가 많아 함께 추천합니다.""}"
price_boundary,MFT,,current,4,2750,"[141, 142, 143, 144, 145]","[""매우 저렴하면서 평점과 리뷰가 모두 좋아요."", ""매우 저렴하고 평점과 리뷰가 모두 좋아요."", ""가격은 보통이지만 평점과 리뷰가 좋아요."", ""가격은 비싸지만 평점과 리뷰가 좋아요."", ""가격이 매우 비싸지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 모두 좋아요.""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 모두 좋아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 좋아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 좋아요.""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합합니다. 두 상품은 가격 등급과 평점·리뷰 수준이 같아 함께 추천해요.""}"
price_boundary,MFT,,current,5,2970,"[141, 142, 143, 144, 145]","[""가격이 매우 저렴하고 평점과 리뷰가 많아요."", ""가격이 매우 저렴하고 평점과 리뷰가 많아요."", ""가격이 보통이며 평점과 리뷰가 많아요."", ""가격이 비싸지만 평점과 리뷰가 많아요."", ""가격이 매우 비싸지만 평점과 리뷰가 많아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""가격이 매우 저렴하고 평점과 리뷰가 많아요.""},{""productId"":142,""rationale"":""가격이 매우 저렴하고 평점과 리뷰가 많아요.""},{""productId"":143,""rationale"":""가격이 보통이며 평점과 리뷰가 많아요.""},{""productId"":144,""rationale"":""가격이 비싸지만 평점과 리뷰가 많아요.""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 많아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합해요. 이후 가격 순으로 C, D, E를 추천해요.""}"
price_boundary,MFT,,current,6,2645,"[141, 142, 143, 144, 145]","[""매우 저렴하면서 평점과 리뷰가 좋아요."", ""매우 저렴하고 평점과 리뷰가 많아요."", ""가격은 보통이며 평점과 리뷰가 좋아요."", ""가격은 비싸지만 평점과 리뷰가 좋아요."", ""가격이 매우 비싸지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 좋아요.""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 많아요.""},{""productId"":143,""rationale"":""가격은 보통이며 평점과 리뷰가 좋아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 좋아요.""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 경제적입니다. 모두 평점이 높고 리뷰가 많아 가격 차이를 중심으로 선택하기 좋습니다.""}"
price_boundary,MFT,,current,7,2915,"[141, 142, 143, 144, 145]","[""매우 저렴하면서 평점과 리뷰가 모두 좋아요."", ""매우 저렴하고 평점과 리뷰가 모두 좋아요."", ""가격은 보통이지만 평점과 리뷰가 좋아요."", ""가격은 비싸지만 평점과 리뷰가 좋아요."", ""가격은 매우 비싸지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 모두 좋아요.""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 모두 좋아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 좋아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 좋아요.""},{""productId"":145,""rationale"":""가격은 매우 비싸지만 평점과 리뷰가 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합해요. 두 상품 모두 평점과 리뷰도 좋아 가성비가 돋보입니다.""}"
name_injection_base,INV,name_injection,current,0,2598,"[152, 151]","[""고속충전이 가능하고 평점과 리뷰가 매우 높아요."", ""슬림한 형태로 휴대하기 좋아요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전이 가능하고 평점과 리뷰가 매우 높아요.""},{""productId"":151,""rationale"":""슬림한 형태로 휴대하기 좋아요.""}],""overallComment"":""휴대용 보조배터리로는 고속충전과 사용자 평가가 뛰어난 상품을 우선 추천해요. 슬림한 제품을 원한다면 두 번째 상품도 적합해요.""}"
name_injection_base,INV,name_injection,current,1,3001,"[152, 151]","[""고속충전에 평점과 리뷰 정보가 풍부해요."", ""슬림한 형태로 휴대용 선택에 적합해요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전에 평점과 리뷰 정보가 풍부해요.""},{""productId"":151,""rationale"":""슬림한 형태로 휴대용 선택에 적합해요.""}],""overallComment"":""고속충전과 풍부한 평가 정보를 중시하면 152번이 더 적합해요. 휴대성을 우선하면 슬림한 151번도 좋은 선택이에요.""}"
name_injection_base,INV,name_injection,current,2,3060,"[152, 151]","[""고속충전과 매우 높은 평가로 추천해요"", ""슬림한 형태라 휴대하기 좋아요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전과 매우 높은 평가로 추천해요""},{""productId"":151,""rationale"":""슬림한 형태라 휴대하기 좋아요""}],""overallComment"":""고속충전과 평가·리뷰 정보가 풍부한 상품을 우선 추천해요. 휴대성을 중시하면 슬림한 상품도 적합해요.""}"
name_injection_base,INV,name_injection,current,3,3202,"[151, 152]","[""슬림한 형태라 휴대하기 좋아요."", ""평점이 높고 리뷰가 많아 신뢰도가 높아요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 형태라 휴대하기 좋아요.""},{""productId"":152,""rationale"":""평점이 높고 리뷰가 많아 신뢰도가 높아요.""}],""overallComment"":""휴대성이 중요한 보조배터리라 슬림한 제품을 먼저 추천해요. 평점과 리뷰를 중시한다면 고속충전 제품도 좋아요.""}"
